Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Archbishop Sentamu Academy,22AYF0605729,"70,472.16 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Archbishop Sentamu Academy,EUPS860011,"55,501.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Archbishop Tenison School,22AYF0605657,"214,967.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Archbishop Wake Church of England Primary School,22AYF0591607,"119,534.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Archibald Primary School,22AYF0593206,"156,270.68 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Archway Academy,22AYF0620117,"61,666.64 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Arden,22AYF0585720,"623,998.74 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Arden,22AYF0585721,"52,875.99 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Arden,22AYF0585722,"111,530.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Arden,EUPS892653,"25,411.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Arden Fields School,22AYF0600093,"34,999.99 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Arden Grove Infant and Nursery School,22AYF0615998,"51,849.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,ARDEN UNIVERSITY LTD,FCSAPP A477048-A,"-30,303.38 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,ARDEN UNIVERSITY LTD,FCSAPP A477049-A,"38,616.64 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,ARDEN UNIVERSITY LTD,FCSAPP A478671-A,"73,367.26 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ardley Hill Academy,22AYF0589591,"116,680.71 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,Area 51 Education Ltd,ED212220210535373,"26,448.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,Area 51 Education Ltd,ED212220210535374,"28,902.36 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Arena Academy,22AYF0590522,"483,741.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Arena Academy,22AYF0590523,"85,418.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Arena Academy,EUPS857885,"25,700.63 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Academy,22AYF0585757,"122,174.97 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Academy,22AYF0585760,"642,340.23 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Academy,EUPS857189,"32,214.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Academy,EUPS892518,"30,928.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Acton Academy,22AYF0585830,"44,627.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Acton Academy,22AYF0585833,"528,045.62 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Acton Academy,22AYF0585834,"49,318.77 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Acton Academy,EUPS857367,"30,763.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK All Saints Academy,22AYF0585836,"413,409.35 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK All Saints Academy,22AYF0585838,"44,993.73 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK All Saints Academy,EUPS856977,"28,181.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Atwood Primary Academy,22AYF0585839,"168,102.08 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Ayrton Primary Academy,22AYF0585841,"153,148.16 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Bentworth Primary Academy,22AYF0585844,"76,025.26 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Blacklands Primary Academy,22AYF0585847,"182,985.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Blacklands Primary Academy,22AYF0585848,"26,014.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Blake Academy,22AYF0585902,"178,694.45 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Bolingbroke Academy,22AYF0585763,"63,727.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Bolingbroke Academy,22AYF0585767,"324,362.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Boulton Academy,22AYF0585849,"497,923.53 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Boulton Academy,EUPS857871,"47,190.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Brunel Primary Academy,22AYF0585853,"151,191.33 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Burlington Danes Academy,22AYF0585770,"80,458.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Burlington Danes Academy,22AYF0585772,"642,956.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Burlington Danes Academy,22AYF0585774,"30,366.47 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Burlington Danes Academy,EUPS856913,"40,516.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Byron Primary Academy,22AYF0585857,"145,886.01 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Castledown Primary Academy,22AYF0585859,"126,695.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Charter Academy,22AYF0585862,"416,056.46 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Charter Academy,22AYF0585864,"51,584.71 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Charter Academy,EUPS861175,"35,825.63 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Conway Primary Academy,22AYF0585865,"83,068.19 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Dickens Primary Academy,22AYF0585867,"149,834.23 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Elvin Academy,22AYF0585776,"61,987.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Elvin Academy,22AYF0585779,"562,352.39 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Elvin Academy,EUPS857176,"26,898.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Evelyn Grace Academy,22AYF0585870,"345,588.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Evelyn Grace Academy,EUPS856948,"26,443.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Franklin Primary Academy,22AYF0585872,"217,576.35 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Globe Academy,22AYF0585783,"65,755.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Globe Academy,22AYF0585785,"722,587.15 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Globe Academy,EUPS847153,"26,607.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Globe Academy,EUPS856992,"60,733.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Isaac Newton Academy,22AYF0585788,"93,914.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Isaac Newton Academy,22AYF0585791,"674,113.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Isaac Newton Academy,EUPS857643,"29,970.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark John Archer Primary Academy,22AYF0585896,"115,746.58 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK John Keats Academy,22AYF0585795,"70,103.63 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK John Keats Academy,22AYF0585797,"758,476.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK John Keats Academy,EUPS857400,"52,059.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark King Solomon Academy,22AYF0585800,"67,136.51 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark King Solomon Academy,22AYF0585803,"519,089.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark King Solomon Academy,EUPS857051,"40,601.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Kings Academy,22AYF0585875,"467,388.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Kings Academy,22AYF0585877,"44,140.80 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Kings Academy,EUPS848079,"25,085.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Kings Academy,EUPS857863,"56,041.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Little Ridge Primary Academy,22AYF0585878,"128,794.39 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Oval Primary Academy,22AYF0585881,"227,906.01 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Pioneer Academy,22AYF0585899,"259,793.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Priory Primary Academy,22AYF0585883,"156,776.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Putney Academy,22AYF0585806,"68,638.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Putney Academy,22AYF0585809,"425,778.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Putney Academy,EUPS857033,"32,670.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,ARK Schools,FCSAPP A469504-A,"-147,600.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,ARK Schools,FCSAPP A482759-A,"196,800.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Soane Academy,22AYF0620072,"94,928.96 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark St Alban's Academy,22AYF0585813,"82,374.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark St Alban's Academy,22AYF0585816,"393,242.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark St Alban's Academy,22AYF0585818,"42,029.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark St Alban's Academy,EUPS857930,"41,343.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Swift Primary Academy,22AYF0585885,"86,816.35 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK Tindal Primary Academy,22AYF0585887,"147,505.27 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Victoria,22AYF0585890,"663,428.99 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Victoria,EUPS857876,"49,106.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Walworth Academy,22AYF0585820,"90,336.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Walworth Academy,22AYF0585822,"619,886.40 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Ark Walworth Academy,EUPS856991,"40,972.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ARK William Parker Academy,22AYF0585825,"37,432.95 ",Current grants - Academy Trust,,,,,,,,,
