Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,26/05/2022,Telecomms + IT non capital,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,627293,IT+Comms Rental Payments,"£933,408.27"
Ministry of Defence,Ministry of Defence,17/05/2022,Intangibles Non SUME,Strategic Command,COGNIZANT WORLDWIDE LIMITED,W2 6BD,625469,Intangible Cap Additions In Yr,"£933,000.00"
Ministry of Defence,Ministry of Defence,25/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,626956,Estate+Facilities Mgmnt Servs,"£927,532.62"
Ministry of Defence,Ministry of Defence,09/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,623513,Fees for Other Prof Services,"£915,259.20"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000019911,P+M General Services,"£903,630.12"
Ministry of Defence,Ministry of Defence,18/05/2022,Assets under Construction,Defence Equipment and Support,AKHTER COMPUTERS LIMITED,CM18 7PN,625773,SUME AUC Capital Additions,"£901,323.28"
Ministry of Defence,Ministry of Defence,06/05/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,623209,P+M General Services,"£894,231.05"
Ministry of Defence,Ministry of Defence,04/05/2022,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000019893,SUME AUC Capital Additions,"£877,441.28"
Ministry of Defence,Ministry of Defence,16/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,624975,Fiscal AUC Capital Additions,"£871,295.08"
Ministry of Defence,Ministry of Defence,12/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,624458,Estate+Facilities Mgmnt Servs,"£868,767.94"
Ministry of Defence,Ministry of Defence,13/05/2022,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,624714,IT+Comms Rental Payments,"£865,268.92"
Ministry of Defence,Ministry of Defence,25/05/2022,Intangibles Non SUME,Strategic Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,627028,Intangible Cap Additions In Yr,"£858,719.00"
Ministry of Defence,Ministry of Defence,16/05/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625234,Rental Payments-Transport-Oth,"£848,485.93"
Ministry of Defence,Ministry of Defence,16/05/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,625053,Prop Dw SCA Serv Chrge+ Off BS,"£845,027.62"
Ministry of Defence,Ministry of Defence,16/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,625303,Fiscal AUC Capital Additions,"£836,961.96"
Ministry of Defence,Ministry of Defence,16/05/2022,Telecomms + IT non capital,Strategic Command,ORACLE CORPORATION U K LTD,RG6 1RA,625125,IT+Comms Rental Payments,"£818,148.00"
Ministry of Defence,Ministry of Defence,12/05/2022,Assets under Construction,Defence Equipment and Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,624610,Fiscal AUC Capital Additions,"£810,964.80"
Ministry of Defence,Ministry of Defence,18/05/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625673,Rental Payments-Transport-Oth,"£806,001.51"
Ministry of Defence,Ministry of Defence,17/05/2022,Telecomms + IT non capital,Air Command,MODIS INTERNATIONAL LTD,W1T 5AE,625527,IT+Comms Rental Payments,"£801,564.00"
Ministry of Defence,Ministry of Defence,05/05/2022,Research+Development Expend,Defence Equipment and Support,SERCO LIMITED,RG27 9UY,622973,Research+Development Expend,"£801,230.40"
Ministry of Defence,Ministry of Defence,04/05/2022,Single Use Military Equipment,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,622726,SUME Capital Additions In Year,"£799,548.50"
Ministry of Defence,Ministry of Defence,27/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,627538,Estate+Facilities Mgmnt Servs,"£770,422.99"
Ministry of Defence,Ministry of Defence,06/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000069261,Fiscal AUC Capital Additions,"£767,130.25"
Ministry of Defence,Ministry of Defence,16/05/2022,Research+Development Expend,Defence Equipment and Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,3209087,Research+Development Expend,"£763,754.40"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Defence Equipment and Support,CENTRELINE AV LIMITED,BS48 3DP,622518,P+M General Services,"£741,605.71"
Ministry of Defence,Ministry of Defence,23/05/2022,Defence Equip General Services,Defence Equipment and Support,RUBB BUILDINGS LTD,NE11 0QE,626550,Defence Equip General Services,"£740,584.80"
Ministry of Defence,Ministry of Defence,19/05/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,626109,Rental Payments-Transport-Oth,"£738,458.48"
Ministry of Defence,Ministry of Defence,20/05/2022,Other Materiel Consumed,Defence Equipment and Support,S&P GLOBAL INC.,,2000020045,Other Materiel Consumed,"£735,954.59"
Ministry of Defence,Ministry of Defence,27/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BOSKALIS WESTMINSTER LIMITED,PO15 5SS,627635,Estate+Facilities Mgmnt Servs,"£728,836.36"
Ministry of Defence,Ministry of Defence,20/05/2022,Telecomms + IT non capital,Army Command,KINGSFIELD COMPUTER PRODUCTS LIMITED,NN3 6WL,626388,IT+Comms Rental Payments,"£723,960.00"
Ministry of Defence,Ministry of Defence,20/05/2022,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000069501,SUME AUC Capital Additions,"£714,674.66"
Ministry of Defence,Ministry of Defence,27/05/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,627661,IT+Comms Rental Payments,"£704,804.24"
Ministry of Defence,Ministry of Defence,18/05/2022,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,625561,P+M General Services,"£699,520.00"
Ministry of Defence,Ministry of Defence,26/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,627368,Estate+Facilities Mgmnt Servs,"£695,472.81"
Ministry of Defence,Ministry of Defence,27/05/2022,Fees for Prof Services,Head Office and Corporate Services,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,627569,Charge for Enabling Services,"£688,714.73"
Ministry of Defence,Ministry of Defence,13/05/2022,Assets under Construction,Strategic Command,HELMET INTEGRATED SYSTEMS LTD,SG6 2TU,624828,Fiscal AUC Capital Additions,"£681,315.60"
Ministry of Defence,Ministry of Defence,10/05/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,623788,P+M General Services,"£661,420.00"
Ministry of Defence,Ministry of Defence,17/05/2022,Research+Development Expend,Defence Equipment and Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,3209093,Research+Development Expend,"£659,821.20"
Ministry of Defence,Ministry of Defence,04/05/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,622694,P+M General Services,"£654,351.00"
Ministry of Defence,Ministry of Defence,06/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000069261,Estate+Facilities Mgmnt Servs,"£650,909.41"
Ministry of Defence,Ministry of Defence,16/05/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000019995,P+M General Services,"£649,936.81"
Ministry of Defence,Ministry of Defence,25/05/2022,P+M General Services,Strategic Command,CGI IT UK LIMITED,CF31 9AP,627201,P+M General Services,"£643,567.60"
Ministry of Defence,Ministry of Defence,30/05/2022,Assets under Construction,Defence Equipment and Support,NSAF LIMITED,NG7 2TD,6000069650,SUME AUC Capital Additions,"£641,483.58"
Ministry of Defence,Ministry of Defence,27/05/2022,Assets under Construction,Defence Equipment and Support,KONGSBERG MARITIME AS,,3209136,Fiscal AUC Capital Additions,"£633,251.20"
Ministry of Defence,Ministry of Defence,26/05/2022,Assets under Construction,Defence Equipment and Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,627305,Fiscal AUC Capital Additions,"£630,446.98"
Ministry of Defence,Ministry of Defence,18/05/2022,Defence Equip General Services,Strategic Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,625724,Defence Eqpt Serv Chrge+Off BS,"£626,022.19"
Ministry of Defence,Ministry of Defence,06/05/2022,Telecomms + IT non capital,Navy Command,E3 MEDIA LIMITED,BS4 3EH,623407,IT+Comms Rental Payments,"£617,625.58"
Ministry of Defence,Ministry of Defence,20/05/2022,Telecomms + IT non capital,Strategic Command,RESEARCH INNOVATIONS INCORPORATED,,2000020047,IT+Comms Internal Costs,"£616,707.53"
Ministry of Defence,Ministry of Defence,05/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,622936,Electricity,"£610,733.79"
Ministry of Defence,Ministry of Defence,03/05/2022,Telecomms + IT non capital,Army Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,622291,IT+Comms Rental Payments,"£590,659.76"
Ministry of Defence,Ministry of Defence,30/05/2022,Telecomms + IT non capital,Strategic Command,MASTEK (UK) LTD,RG1 8BW,627845,IT+Comms Rental Payments,"£573,675.00"
Ministry of Defence,Ministry of Defence,23/05/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,626641,P+M General Services,"£569,654.21"
Ministry of Defence,Ministry of Defence,17/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,625433,Fiscal AUC Capital Additions,"£554,988.61"
Ministry of Defence,Ministry of Defence,13 May 2022,Assets under Construction,Defence Equipment and Support,NSAF LIMITED,NG7 2TD,6000069356,SUME AUC Capital Additions,"£545,811.08"
Ministry of Defence,Ministry of Defence,05/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ATKINS LIMITED,SW1E 5BY,623145,Fiscal AUC Capital Additions,"£539,424.10"
Ministry of Defence,Ministry of Defence,06/05/2022,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,623270,IT+Comms Rental Payments,"£538,914.30"
Ministry of Defence,Ministry of Defence,27/05/2022,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,627656,IT+Comms Rental Payments,"£538,914.30"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,623135,P+M General Services,"£538,005.86"
Ministry of Defence,Ministry of Defence,09/05/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,EMP 16810,Monthly GPC Payment,"£534,701.22"
Ministry of Defence,Ministry of Defence,26/05/2022,P+M General Services,Defence Nuclear Organisation,BOXXE LIMITED,YO31 7RE,627241,P+M General Services,"£522,076.03"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Defence Equipment and Support,BRIGGS MARINE CONTRACTORS LIMITED,KY3 9AU,622378,P+M General Services,"£517,627.00"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000069236,P+M General Services,"£514,863.64"
Ministry of Defence,Ministry of Defence,12/05/2022,Research+Development Expend,Air Command,WAYLAND ADDITIVE LIMITED,HD4 7BH,624371,Research+Development Expend,"£514,750.00"
Ministry of Defence,Ministry of Defence,04/05/2022,Telecomms + IT non capital,Navy Command,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,GU2 7RQ,622731,IT+Comms Rental Payments,"£504,092.94"
Ministry of Defence,Ministry of Defence,12/05/2022,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,624342,IT+Comms Rental Payments,"£503,759.40"
Ministry of Defence,Ministry of Defence,05/05/2022,Fees for Prof Services,Army Command,PA CONSULTING SERVICES LTD,SG8 6DP,622994,Fees for Other Prof Services,"£501,660.66"
Ministry of Defence,Ministry of Defence,12/05/2022,P+M General Services,Strategic Command,QINETIQ LIMITED,GU14 0LX,624429,P+M General Services,"£498,280.10"
Ministry of Defence,Ministry of Defence,13/05/2022,Fees for Prof Services,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,624796,Fees for Other Prof Services,"£495,069.52"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Army Command,ENTSERV UK LIMITED,GU11 1PZ,624001,IT+Comms SCA Serv Chrg+Off BS,"£493,977.89"
Ministry of Defence,Ministry of Defence,18/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,625612,Estate+Facilities Mgmnt Servs,"£493,632.30"
Ministry of Defence,Ministry of Defence,13/05/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,BOC LIMITED,M28 2UT,624800,Fuels Non Utilities Consumed,"£490,862.61"
Ministry of Defence,Ministry of Defence,18/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,625773,IT+Comms Rental Payments,"£490,000.01"
Ministry of Defence,Ministry of Defence,26/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,627368,Fiscal AUC Capital Additions,"£484,543.83"
Ministry of Defence,Ministry of Defence,27/05/2022,Estate+Facilities Mgmnt Servs,Head Office and Corporate Services,EMCOR GROUP (UK) PLC,SO53 3YE,627742,Estate+Facilities Mgmnt Servs,"£483,726.45"
Ministry of Defence,Ministry of Defence,13/05/2022,P+M General Services,Defence Nuclear Organisation,BAE SYSTEMS MARINE LTD,LA14 1AF,624801,P+M General Services,"£480,168.12"
Ministry of Defence,Ministry of Defence,24/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BALFOUR BEATTY CONSTRUCTION LIMITED,NE12 8BU,626838,Estate+Facilities Mgmnt Servs,"£476,985.29"
Ministry of Defence,Ministry of Defence,20/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000069494,Estate+Facilities Mgmnt Servs,"£473,132.18"
Ministry of Defence,Ministry of Defence,04/05/2022,Fees for Prof Services,Defence Nuclear Organisation,DELOITTE LLP,EC4A 4TR,622620,PSS Other Tech Support Exc R+D,"£471,139.56"
Ministry of Defence,Ministry of Defence,30/05/2022,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,WA3 6XG,627954,Fuels Non Utilities Consumed,"£470,550.32"
Ministry of Defence,Ministry of Defence,03/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ATKINS LIMITED,SW1E 5BY,622335,Fiscal AUC Capital Additions,"£469,910.16"
Ministry of Defence,Ministry of Defence,19/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CALOR GAS LIMITED,CV34 6RL,626161,Gas,"£468,962.85"
Ministry of Defence,Ministry of Defence,03/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,PL6 5DH,622299,Estate+Facilities Mgmnt Servs,"£465,804.38"
Ministry of Defence,Ministry of Defence,17/05/2022,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,625413,IT+Comms Rental Payments,"£460,083.60"
Ministry of Defence,Ministry of Defence,20/05/2022,P+M General Services,Defence Equipment and Support,IRVINGQ LIMITED,CF32 8PL,626468,P+M General Services,"£453,295.24"
Ministry of Defence,Ministry of Defence,24/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TRANT ENGINEERING LIMITED,SO40 9LT,626931,Fiscal AUC Capital Additions,"£451,407.89"
Ministry of Defence,Ministry of Defence,24/05/2022,P+M General Services,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000069576,P+M General Services,"£450,402.23"
Ministry of Defence,Ministry of Defence,17/05/2022,Rental Payments - Transport,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625432,Rental Payments-Transport-Oth,"£445,024.22"
Ministry of Defence,Ministry of Defence,23/05/2022,Telecomms + IT non capital,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,626636,IT+Comms Rental Payments,"£444,136.00"
Ministry of Defence,Ministry of Defence,10/05/2022,Transportation + Movement,Defence Equipment and Support,JAMES FISHER EVERARD LIMITED,EC2M 7JH,624038,Transport + Movement Freight,"£436,700.00"
Ministry of Defence,Ministry of Defence,10/05/2022,Fees for Prof Services,Army Command,NETCOMPANY UK LIMITED,EC1V 0AT,623814,Fees for Other Prof Services,"£425,250.00"
Ministry of Defence,Ministry of Defence,04/05/2022,P+M General Services,Defence Equipment and Support,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,622589,P+M General Services,"£416,373.97"
Ministry of Defence,Ministry of Defence,20/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,HENRY BROTHERS LIMITED,BT45 6HJ,626295,Fiscal AUC Capital Additions,"£410,399.84"
Ministry of Defence,Ministry of Defence,27/05/2022,Decom+Restoration Liab Nuclear,Defence Nuclear Organisation,INUTEC LIMITED,DT2 8WQ,627520,Decom+Restoration Liab Nuclear,"£408,081.60"
Ministry of Defence,Ministry of Defence,10/05/2022,Fees for Prof Services,Defence Nuclear Organisation,QINETIQ LIMITED,GU14 0LX,623901,PSS Other Tech Support Exc R+D,"£407,086.80"
Ministry of Defence,Ministry of Defence,05/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,623033,Estate+Facilities Mgmnt Servs,"£406,014.22"
Ministry of Defence,Ministry of Defence,24/05/2022,Telecomms + IT non capital,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,626722,IT+Comms Rental Payments,"£405,000.00"
Ministry of Defence,Ministry of Defence,30/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,627966,CL MonthEnd Accruals Balance,"£400,915.59"
Ministry of Defence,Ministry of Defence,06/05/2022,Decom+Restoration Liab Nuclear,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,623229,Decom+Restoration Liab Nuclear,"£395,020.80"
Ministry of Defence,Ministry of Defence,10/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000069297,Estate+Facilities Mgmnt Servs,"£394,069.99"
Ministry of Defence,Ministry of Defence,26/05/2022,External Education + Training,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,627430,External Training Mil.,"£391,293.20"
Ministry of Defence,Ministry of Defence,18/05/2022,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,CM2 8HN,625726,P+M General Services,"£389,677.94"
Ministry of Defence,Ministry of Defence,30/05/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,627954,Fuels Non Utilities Consumed,"£387,800.90"
Ministry of Defence,Ministry of Defence,03/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,622467,IT+Comms Internal Costs,"£385,907.65"
Ministry of Defence,Ministry of Defence,17/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,WOOD GROUP UK LIMITED,AB11 6EQ,625498,Fiscal AUC Capital Additions,"£382,758.67"
