Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,16/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,590781,Fiscal AUC Capital Additions,"£602,243.88"
Ministry of Defence,Ministry of Defence,16/11/2021,Intangibles SUME,Strategic Command,ROWDEN TECHNOLOGIES LTD.,BS16 7FR,590654,Intangible Cap Additions In Yr,"£600,000.00"
Ministry of Defence,Ministry of Defence,12/11/2021,Fees for Prof Services,Air Command,INZPIRE LIMITED,LN6 3TA,590177,Fees for Other Prof Services,"£589,641.90"
Ministry of Defence,Ministry of Defence,22/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,591998,CL MonthEnd Accruals Balance,"£584,800.85"
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,590808,P+M General Services,"£569,654.21"
Ministry of Defence,Ministry of Defence,05/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,588829,Fiscal AUC Capital Additions,"£563,321.18"
Ministry of Defence,Ministry of Defence,18/11/2021,Defence Equip General Services,Defence Equipment and Support,SAAB AB,,3208450,Defence Eqpt Serv Chrge+Off BS,"£558,338.50"
Ministry of Defence,Ministry of Defence,09/11/2021,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,14618,Monthly GPC Payment,"£549,712.23"
Ministry of Defence,Ministry of Defence,19/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,591561,Fiscal AUC Capital Additions,"£549,164.27"
Ministry of Defence,Ministry of Defence,04/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,588357,CL MonthEnd Accruals Balance,"£515,465.86"
Ministry of Defence,Ministry of Defence,12/11/2021,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,590189,IT+Comms Rental Payments,"£513,715.20"
Ministry of Defence,Ministry of Defence,10/11/2021,P+M General Services,Defence Equipment and Support,LEONARDO UK LTD,SS14 3EL,589612,P+M General Services,"£499,655.68"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,590165,P+M General Services,"£498,756.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Raw Materials + Consumables,Defence Nuclear Organisation,PACIFIC MARINE BATTERIES PTY. LIMITED,,2208670,RMC Engineering + Technical,"£494,131.61"
Ministry of Defence,Ministry of Defence,19/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,591532,Estate+Facilities Mgmnt Servs,"£491,097.15"
Ministry of Defence,Ministry of Defence,05/11/2021,Research+Development Expend,Air Command,BAE SYSTEMS (OPERATIONS) LIMITED,BA22 8UZ,588613,Research+Development Expend,"£490,129.00"
Ministry of Defence,Ministry of Defence,11/11/2021,P+M General Services,Army Command,AL SHARQIYA AVIATION LLC,,2000018675,P+M General Services,"£480,925.08"
Ministry of Defence,Ministry of Defence,15/11/2021,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590477,Rental Payments-Transport-Oth,"£478,047.55"
Ministry of Defence,Ministry of Defence,12/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,590344,Fiscal AUC Capital Additions,"£475,576.67"
Ministry of Defence,Ministry of Defence,12/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,590134,Fiscal AUC Capital Additions,"£468,040.59"
Ministry of Defence,Ministry of Defence,03/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,587974,Estate+Facilities Mgmnt Servs,"£463,766.31"
Ministry of Defence,Ministry of Defence,15/11/2021,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590477,Rental Payments-Transport-Oth,"£458,616.32"
Ministry of Defence,Ministry of Defence,16/11/2021,Telecomms + IT non capital,Defence Equipment and Support,FUJITSU SERVICES LIMITED,EC2A 1SL,590712,IT+Comms Internal Costs,"£450,841.87"
Ministry of Defence,Ministry of Defence,18/11/2021,Transportation + Movement,Defence Equipment and Support,JAMES FISHER EVERARD LIMITED,EC2M 7JH,591406,Transport + Movement Freight,"£449,500.00"
Ministry of Defence,Ministry of Defence,02/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,PINNACLE HOUSING LIMITED,WC1V 6PL,587503,Estate+Facilities Mgmnt Servs,"£448,218.40"
Ministry of Defence,Ministry of Defence,18/11/2021,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,591256,P+M General Services,"£448,208.88"
Ministry of Defence,Ministry of Defence,26/11/2021,Estate+Facilities Mgmnt Servs,Head Office and Corporate Services,EMCOR GROUP (UK) PLC,SO53 3YE,593012,Estate+Facilities Mgmnt Servs,"£447,021.29"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Army Command,DELOITTE LLP,MK9 1FD,587821,IT+Comms Rental Payments,"£446,285.16"
Ministry of Defence,Ministry of Defence,29/11/2021,Fees for Prof Services,Head Office and Corporate Services,INSIGHT DIRECT (U K) LTD,S9 2BU,593377,Fees for Other Prof Services,"£444,390.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Fees for Prof Services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,SO21 2JN,588076,Fees for Other Prof Services,"£443,232.00"
Ministry of Defence,Ministry of Defence,01/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ROBERTSON CONSTRUCTION GROUP LIMITED,IV30 6AE,587191,Fiscal AUC Capital Additions,"£442,779.48"
Ministry of Defence,Ministry of Defence,18/11/2021,Rental Payments - Transport,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,591461,Rental Payments-Transport-Oth,"£436,136.30"
Ministry of Defence,Ministry of Defence,26/11/2021,P+M General Services,Defence Equipment and Support,SAFRAN HELICOPTER ENGINES UK LIMITED,PO15 5RL,6000066370,P+M General Services,"£435,048.68"
Ministry of Defence,Ministry of Defence,08/11/2021,Fuels Non Utilities Consumed,Defence Equipment and Support,BOC LIMITED,M28 2UT,589001,Fuels Non Utilities Consumed,"£414,066.73"
Ministry of Defence,Ministry of Defence,29/11/2021,Fees for Prof Services,Defence Nuclear Organisation,QINETIQ LIMITED,GU14 0LX,593285,PSS Other Tech Support Exc R+D,"£411,171.60"
Ministry of Defence,Ministry of Defence,23/11/2021,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,592284,P+M General Services,"£408,266.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Other Materiel Consumed,Army Command,SOLENT GATEWAY LIMITED,DN31 3UA,587826,Other Materiel Consumed,"£407,157.85"
Ministry of Defence,Ministry of Defence,02/11/2021,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,FRONTLINE SAFETY (UK) LIMITED,G69 6GA,587556,CL MonthEnd Accruals Balance,"£403,050.41"
Ministry of Defence,Ministry of Defence,18/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,591255,Prop Dw SCA Serv Chrge+ Off BS,"£402,541.09"
Ministry of Defence,Ministry of Defence,25/11/2021,Government Procurement Card,Ministry of Defence,RBS PLC,,16462,Monthly GPC Payment,"£401,383.79"
Ministry of Defence,Ministry of Defence,17/11/2021,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,591018,P+M General Services,"£390,913.06"
Ministry of Defence,Ministry of Defence,19/11/2021,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,CM2 8HN,591609,P+M General Services,"£387,304.00"
Ministry of Defence,Ministry of Defence,23/11/2021,Administration Pmnts+Cash loss,Navy Command,PEGASYSTEMS LIMITED,RG1 3JH,592153,Administration Pmnts,"£382,277.27"
Ministry of Defence,Ministry of Defence,23/11/2021,Telecomms + IT non capital,Air Command,PEGASYSTEMS LIMITED,RG1 3JH,592153,IT+Comms Rental Payments,"£382,277.27"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,592958,IT+Comms Rental Payments,"£378,222.38"
Ministry of Defence,Ministry of Defence,24/11/2021,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,592616,Fuels Non Utilities Consumed,"£369,459.44"
Ministry of Defence,Ministry of Defence,01/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ROSELEAD LIMITED,CB1 2JD,587204,Prop Dw SCA Serv Chrge+ Off BS,"£365,475.48"
Ministry of Defence,Ministry of Defence,19/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,591800,CL MonthEnd Accruals Balance,"£360,266.85"
Ministry of Defence,Ministry of Defence,18/11/2021,P+M General Services,Army Command,SAAB AB,,3208450,P+M General Services,"£347,172.40"
Ministry of Defence,Ministry of Defence,08/11/2021,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,588933,P+M General Services,"£347,045.40"
Ministry of Defence,Ministry of Defence,16/11/2021,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,590734,IT+Comms Rental Payments,"£344,983.60"
Ministry of Defence,Ministry of Defence,05/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,588665,Estate+Facilities Mgmnt Servs,"£344,458.70"
Ministry of Defence,Ministry of Defence,18/11/2021,Research+Development Expend,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,591303,Research+Development Expend,"£342,077.09"
Ministry of Defence,Ministry of Defence,22/11/2021,Assets under Construction,Defence Equipment and Support,NSAF LIMITED,NG7 2TD,6000066240,SUME AUC Capital Additions,"£341,635.22"
Ministry of Defence,Ministry of Defence,04/11/2021,Intangibles SUME,Defence Equipment and Support,MBDA UK LIMITED,SG1 2DA,588575,Intangible Cap Additions In Yr,"£341,619.89"
Ministry of Defence,Ministry of Defence,01/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,587406,Estate+Facilities Mgmnt Servs,"£339,935.52"
Ministry of Defence,Ministry of Defence,23/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,592194,Estate+Facilities Mgmnt Servs,"£339,289.84"
Ministry of Defence,Ministry of Defence,22/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,591915,Fiscal AUC Capital Additions,"£338,512.87"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,593097,IT+Comms Rental Payments,"£335,882.68"
Ministry of Defence,Ministry of Defence,10/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066050,Estate+Facilities Mgmnt Servs,"£330,615.28"
Ministry of Defence,Ministry of Defence,15/11/2021,Estate+Facilities Mgmnt Servs,Army Command,BEAVERFIT LIMITED,SY6 6NJ,590612,Estate+Facilities Mgmnt Servs,"£327,291.97"
Ministry of Defence,Ministry of Defence,04/11/2021,Research+Development Expend,Army Command,QINETIQ LIMITED,GU14 0LX,588580,Research+Development Expend,"£322,721.88"
Ministry of Defence,Ministry of Defence,19/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,591579,CL MonthEnd Accruals Balance,"£322,089.32"
Ministry of Defence,Ministry of Defence,02/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,LAGAN  AVIATION & INFRASTRUCTURE LIMITED,BT3 9HA,587630,Fiscal AUC Capital Additions,"£320,975.10"
Ministry of Defence,Royal Hospital Chelsea,19.11.2021,Purchased Services,Royal Hospital Chelsea,Coniston Ltd,DA2 6QQ,PIN135092,Maintenanace,"£320,796.46"
Ministry of Defence,Ministry of Defence,10/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,WATES CONSTRUCTION LIMITED,KT22 7SW,589640,Fiscal AUC Capital Additions,"£320,317.44"
Ministry of Defence,Ministry of Defence,16/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,G33 6HZ,590784,Fiscal AUC Capital Additions,"£319,046.21"
Ministry of Defence,Ministry of Defence,15/11/2021,Heating Oil+Utilities Consumed,Navy Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,590467,Electricity,"£315,937.66"
Ministry of Defence,Ministry of Defence,25/11/2021,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,592727,Buildings Maintenance,"£314,856.74"
Ministry of Defence,Ministry of Defence,26/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,TSI INSTRUMENTS LTD,HP12 3RT,593132,CL MonthEnd Accruals Balance,"£312,192.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,589354,Fiscal AUC Capital Additions,"£306,194.96"
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,592883,P+M General Services,"£305,586.90"
Ministry of Defence,Ministry of Defence,19/11/2021,Raw Materials + Consumables,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,591565,RMC Oil Fuel & Lubricants,"£303,862.97"
Ministry of Defence,Ministry of Defence,25/11/2021,Raw Materials + Consumables,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,592740,RMC Oil Fuel & Lubricants,"£302,464.68"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,588054,IT+Comms Rental Payments,"£299,351.90"
Ministry of Defence,Ministry of Defence,22/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,NSAF LIMITED,NG7 2TD,6000066240,CL MonthEnd Accruals Balance,"£298,817.30"
Ministry of Defence,Ministry of Defence,10/11/2021,External Education + Training,Army Command,TQ EDUCATION AND TRAINING  LIMITED,NN17 1NN,589577,External Training Mil.,"£295,477.04"
Ministry of Defence,Ministry of Defence,04/11/2021,Fees for Prof Services,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,WC1A 1PB,588315,Fees for Other Prof Services,"£293,760.00"
Ministry of Defence,Ministry of Defence,05/11/2021,Defence Equip General Services,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,588894,Defence Eqpt Serv Chrge+Off BS,"£293,296.05"
Ministry of Defence,Ministry of Defence,24/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,592552,CL MonthEnd Accruals Balance,"£291,614.04"
Ministry of Defence,Ministry of Defence,18/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,591428,Fiscal AUC Capital Additions,"£290,966.60"
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,Defence Equipment and Support,BRIGGS MARINE CONTRACTORS LIMITED,KY3 9AU,592856,P+M General Services,"£290,221.11"
Ministry of Defence,Ministry of Defence,04/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588457,CL MonthEnd Accruals Balance,"£289,735.13"
Ministry of Defence,Ministry of Defence,02/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,T.G. POWER LTD,G51 3EQ,587577,Prop NonDw SCA Srv Chrg+Off BS,"£288,807.34"
Ministry of Defence,Ministry of Defence,25/11/2021,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,WA3 6XG,592740,Fuels Non Utilities Consumed,"£288,136.51"
Ministry of Defence,Ministry of Defence,04/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588457,P+M General Services,"£286,640.06"
Ministry of Defence,Ministry of Defence,03/11/2021,P+M General Services,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,587955,P+M General Services,"£281,390.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Assets under Construction,Strategic Command,BOXXE LIMITED,YO31 7RE,589387,Fiscal AUC Capital Additions,"£277,020.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Assets under Construction,Strategic Command,BOXXE LIMITED,YO31 7RE,588060,Fiscal AUC Capital Additions,"£277,020.00"
Ministry of Defence,Ministry of Defence,18/11/2021,Assets under Construction,Strategic Command,BOXXE LIMITED,YO31 7RE,591320,Fiscal AUC Capital Additions,"£277,020.00"
Ministry of Defence,Ministry of Defence,24/11/2021,Telecomms + IT non capital,Strategic Command,MASTEK (UK) LTD,RG1 8BW,592560,IT+Comms Rental Payments,"£276,855.00"
Ministry of Defence,Ministry of Defence,15/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING (PORTSMOUTH) LIMITED,BR8 7AG,590431,Prop Dw SCA Serv Chrge+ Off BS,"£270,330.88"
Ministry of Defence,Ministry of Defence,24/11/2021,Decom+Restoration Liab Nuclear,Defence Nuclear Organisation,INUTEC LIMITED,DT2 8WQ,592551,Decom+Restoration Liab Nuclear,"£270,070.80"
Ministry of Defence,Ministry of Defence,22/11/2021,Raw Materials + Consumables,Head Office and Corporate Services,WORCESTERSHIRE MEDAL SERVICE LIMITED,B61 8LL,592048,RMC Clothing + Textiles,"£266,760.00"
Ministry of Defence,Ministry of Defence,22/11/2021,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,591897,P+M General Services,"£266,562.90"
Ministry of Defence,Ministry of Defence,03/11/2021,Defence Equip General Services,Defence Equipment and Support,CUBIC DEFENCE UK LTD.,RH1 5LA,587852,Defence Eqpt Serv Chrge+Off BS,"£261,345.62"
Ministry of Defence,Ministry of Defence,12/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066072,Estate+Facilities Mgmnt Servs,"£259,369.27"
Ministry of Defence,Ministry of Defence,23/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,592194,Fiscal AUC Capital Additions,"£257,197.00"
Ministry of Defence,Ministry of Defence,19/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066181,Fiscal AUC Capital Additions,"£253,688.56"
Ministry of Defence,Ministry of Defence,15/11/2021,Assets under Construction,Defence Equipment and Support,NSAF LIMITED,NG7 2TD,6000066087,SUME AUC Capital Additions,"£251,552.76"
Ministry of Defence,Ministry of Defence,15/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066086,Estate+Facilities Mgmnt Servs,"£249,817.15"
Ministry of Defence,Ministry of Defence,29/11/2021,Telecomms + IT non capital,Navy Command,EITEC LTD,WC1N 3AX,593452,IT+Comms Rental Payments,"£247,954.84"
Ministry of Defence,Ministry of Defence,26/11/2021,Research+Development Expend,Army Command,QINETIQ LIMITED,GU14 0LX,593080,Research+Development Expend,"£247,169.67"
Ministry of Defence,Ministry of Defence,08/11/2021,Raw Materials + Consumables,Defence Nuclear Organisation,PACIFIC MARINE BATTERIES PTY. LIMITED,,2208664,RMC Engineering + Technical,"£247,073.17"
Ministry of Defence,Ministry of Defence,02/11/2021,External Education + Training,Navy Command,QINETIQ LIMITED,GU14 0LX,587593,External Training Mil.,"£245,138.00"
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000018712,P+M General Services,"£244,225.11"
Ministry of Defence,Ministry of Defence,16/11/2021,Rental Payments - Transport,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590693,Rental Payments-Transport-Oth,"£242,473.49"
