Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,
Ministry of Defence,Ministry of Defence,09 Sep 2022,Assets under Construction,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,645410,SUME AUC Capital Additions,"£6,100.20",,
Ministry of Defence,Ministry of Defence,27/09/2022,Raw Materials + Consumables,Navy Command,HARVEST ENERGY AVIATION LIMITED,KT13 0TI,648383,RMC Oil Fuel & Lubricants,"£6,076.24",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,646111,IT+Comms Internal Costs,"£5,998.74",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,644673,IT+Comms Internal Costs,"£5,992.80",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Navy Command,CDW LIMITED,EC4M 7RB,646286,IT+Comms Internal Costs,"£5,968.55",,
Ministry of Defence,Ministry of Defence,14/09/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,17106,Monthly GPC Payment,"£5,905.17",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,Army Command,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,646331,Fees for Other Prof Services,"£5,886.00",,
Ministry of Defence,Ministry of Defence,21/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647256,IT+Comms Internal Costs,"£5,859.41",,
Ministry of Defence,Ministry of Defence,05/09/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,644716,P+M General Services,"£5,798.72",,
Ministry of Defence,Ministry of Defence,02/09/2022,Estate+Facilities Mgmnt Servs,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,Estate+Facilities Mgmnt Servs,"£5,767.75",,
Ministry of Defence,Ministry of Defence,06/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,644736,CL MonthEnd Accruals Balance,"£5,762.78",,
Ministry of Defence,Ministry of Defence,23/09/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,HELLENIC PETROLEUM CYPRUS LTD,,6000072138,Heating Oil+Utilities Consumed,"£5,757.61",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Defence Equipment and Support,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,P+M General Services,"£5,740.77",,
Ministry of Defence,Ministry of Defence,14/09/2022,Buildings Maintenance,Strategic Command,PROJECT FF&E LIMITED,HX1 2AF,646085,Buildings Maintenance,"£5,720.22",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646223,IT+Comms Internal Costs,"£5,679.60",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,644742,IT+Comms Internal Costs,"£5,596.72",,
Ministry of Defence,Ministry of Defence,20/09/2022,Telecomms + IT non capital,Army Command,CLOUD NATIVE LTD,N1 7GU,647128,IT+Comms Rental Payments,"£5,568.00",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645891,IT+Comms Internal Costs,"£5,556.01",,
Ministry of Defence,Ministry of Defence,20/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,646908,IT+Comms Internal Costs,"£5,527.80",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,646111,IT+Comms Rental Payments,"£5,506.20",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645257,IT+Comms Internal Costs,"£5,455.94",,
Ministry of Defence,Ministry of Defence,20/09/2022,P+M General Services,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,647013,P+M General Services,"£5,435.44",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Strategic Command,CROWN HOSTING DATA CENTRES LIMITED,SN13 9GB,647617,IT+Comms Rental Payments,"£5,418.08",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Strategic Command,CDW LIMITED,EC4M 7RB,646286,IT+Comms Internal Costs,"£5,391.43",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Strategic Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,648126,Military Detached Duty,"£5,351.80",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,646412,P+M General Services,"£5,348.65",,
Ministry of Defence,Ministry of Defence,21/09/2022,Rental Payments - Transport,Defence Nuclear Organisation,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647384,Rental Payments-Transport-Oth,"£5,191.79",,
Ministry of Defence,Ministry of Defence,20/09/2022,Fees for Prof Services,Army Command,QINETIQ LIMITED,GU14 0LX,646943,Fees for Other Prof Services,"£5,184.16",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,644594,IT+Comms Internal Costs,"£5,156.26",,
Ministry of Defence,Ministry of Defence,08/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,FK5 4RB,645198,Fuels Non Utilities Consumed,"£5,089.92",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Navy Command,GALTEC SOLUTIONS LIMITED,LS18 4DF,644826,IT+Comms Internal Costs,"£5,023.06",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,643985,IT+Comms Internal Costs,"£5,012.85",,
Ministry of Defence,Ministry of Defence,08/09/2022,External Education + Training,Head Office and Corporate Services,KPMG LLP,WD17 1DE,645254,External Training Civ.,"£4,975.00",,
Ministry of Defence,Ministry of Defence,01/09/2022,Telecomms + IT non capital,Army Command,INSIGHT DIRECT (U K) LTD,S9 2BU,643702,IT+Comms Internal Costs,"£4,951.01",,
Ministry of Defence,Ministry of Defence,29/09/2022,Buildings Maintenance,Strategic Command,PROJECT FF&E LIMITED,HX1 2AF,648787,Buildings Maintenance,"£4,901.23",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,644709,IT+Comms Internal Costs,"£4,872.78",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,645098,IT+Comms Internal Costs,"£4,869.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,647723,P+M General Services,"£4,850.02",,
Ministry of Defence,Ministry of Defence,20/09/2022,External Education + Training,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,647120,External Training Mil.,"£4,785.50",,
Ministry of Defence,Ministry of Defence,29/09/2022,External Education + Training,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,648863,External Training Mil.,"£4,773.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Defence Equipment and Support,BOXXE LIMITED,YO31 7RE,647611,IT+Comms Rental Payments,"£4,766.16",,
Ministry of Defence,Ministry of Defence,28/09/2022,External Education + Training,Navy Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,648668,External Training Mil.,"£4,757.16",,
Ministry of Defence,Ministry of Defence,02/09/2022,External Education + Training,Defence Nuclear Organisation,KPMG LLP,WD17 1DE,644194,External Training Civ.,"£4,734.72",,
Ministry of Defence,Ministry of Defence,29/09/2022,Estate+Facilities Mgmnt Servs,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,648892,Estate+Facilities Mgmnt Servs,"£4,732.08",,
Ministry of Defence,Ministry of Defence,29/09/2022,P+M General Services,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,648892,P+M General Services,"£4,724.35",,
Ministry of Defence,Ministry of Defence,02/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,643946,CL MonthEnd Accruals Balance,"£4,700.87",,
Ministry of Defence,Ministry of Defence,26/09/2022,Telecomms + IT non capital,Army Command,BANNER GROUP LIMITED,S9 1XU,647940,IT+Comms Internal Costs,"£4,685.23",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Defence Equipment and Support,SERCO LIMITED,RG27 9UY,644112,P+M General Services,"£4,682.90",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646893,IT+Comms Internal Costs,"£4,681.79",,
Ministry of Defence,Ministry of Defence,12/09/2022,Transportation + Movement,Strategic Command,RAIL SETTLEMENT PLAN LIMITED,bc v,645691,Military Detached Duty,"£4,661.40",,
Ministry of Defence,Ministry of Defence,02/09/2022,Buildings Maintenance,Army Command,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LIMITED,HX3 8EF,644219,Buildings Maintenance,"£4,639.08",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,LEVEL PEAKS ASSOCIATES LTD.,HR4 9SG,646563,P+M General Services,"£4,630.88",,
Ministry of Defence,Ministry of Defence,29/09/2022,P+M General Services,Defence Equipment and Support,MUIRHEAD AEROSPACE LIMITED,CM24 1RB,648882,P+M General Services,"£4,600.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647682,IT+Comms Internal Costs,"£4,596.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,P+M General Services,Defence Equipment and Support,BOXXE LIMITED,YO31 7RE,647611,P+M General Services,"£4,593.60",,
Ministry of Defence,Ministry of Defence,02/09/2022,Other Materiel Consumed,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,643968,Other Materiel Consumed,"£4,580.15",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,P+M General Services,"£4,554.35",,
Ministry of Defence,Ministry of Defence,15/09/2022,External Education + Training,Strategic Command,KPMG LLP,WD17 1DE,646239,External Training Civ.,"£4,540.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,Defence Equip General Services,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,Defence Equip General Services,"£4,429.98",,
Ministry of Defence,Ministry of Defence,27/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,MARLBOROUGH COMMUNICATIONS  LIMITED,RH1 5DZ,648235,CL MonthEnd Accruals Balance,"£4,405.20",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Strategic Command,CROWN HOSTING DATA CENTRES LIMITED,SN13 9GB,646361,IT+Comms Rental Payments,"£4,394.51",,
Ministry of Defence,Ministry of Defence,05/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,644673,Fiscal AUC Capital Additions,"£4,366.48",,
Ministry of Defence,Ministry of Defence,29/09/2022,External Education + Training,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,648863,External Training Mil.,"£4,218.07",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,648720,IT+Comms Internal Costs,"£4,175.16",,
Ministry of Defence,Ministry of Defence,16/09/2022,Transportation + Movement,Army Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,646692,Civilian Detached Duty,"£4,169.10",,
Ministry of Defence,Ministry of Defence,27/09/2022,Research+Development Expend,Air Command,BOXXE LIMITED,YO31 7RE,648285,Research+Development Expend,"£4,134.37",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,645150,IT+Comms Internal Costs,"£4,117.36",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,644742,IT+Comms Rental Payments,"£4,087.19",,
Ministry of Defence,Ministry of Defence,01/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,643864,IT+Comms Internal Costs,"£4,047.14",,
Ministry of Defence,Ministry of Defence,29/09/2022,P+M General Services,Defence Equipment and Support,BOXXE LIMITED,YO31 7RE,648718,P+M General Services,"£4,039.33",,
Ministry of Defence,Ministry of Defence,26/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647999,IT+Comms Internal Costs,"£4,022.78",,
Ministry of Defence,Ministry of Defence,26/09/2022,Rental Payments - Transport,DES Bespoke Trading Entity,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,648097,Rental Payments-Transport-Oth,"£4,010.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,PR Costs,Air Command,KPMG LLP,WD17 1DE,644194,PR Costs,"£3,961.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Air Command,AIRWAVE SOLUTIONS LIMITED,SL1 2EJ,644126,P+M General Services,"£3,956.76",,
Ministry of Defence,Ministry of Defence,21/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,PERFECT CIRCLE JV LTD,LE1 1HA,647227,Fiscal AUC Capital Additions,"£3,915.77",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Head Office and Corporate Services,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,643985,IT+Comms Internal Costs,"£3,904.89",,
Ministry of Defence,Ministry of Defence,05/09/2022,Entertainment + Hospitality,Strategic Command,MODUS SERVICES LIMITED,CF10 2GE,644644,Entertainment + Hospitality,"£3,894.09",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646223,IT+Comms Internal Costs,"£3,882.00",,
Ministry of Defence,Ministry of Defence,28/09/2022,External Education + Training,DEFENCE INFRASTRUCTURE ORGANISATION,KPMG LLP,WD17 1DE,648549,External Training Civ.,"£3,855.96",,
Ministry of Defence,Ministry of Defence,06/09/2022,Other Materiel Consumed,Defence Equipment and Support,MEL AVIATION LTD,CO10 2YW,644828,Other Materiel Consumed,"£3,808.26",,
Ministry of Defence,Ministry of Defence,01/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,643864,IT+Comms Internal Costs,"£3,762.88",,
Ministry of Defence,Ministry of Defence,02/09/2022,Other Materiel Consumed,Defence Equipment and Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,644087,Other Materiel Consumed,"£3,690.80",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,646358,P+M General Services,"£3,681.29",,
Ministry of Defence,Ministry of Defence,16/09/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,WILHELM HOYER GMBH & CO. KG,,6000071807,Fuels Non Utilities Consumed,"£3,616.18",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,643988,IT+Comms Rental Payments,"£3,612.18",,
Ministry of Defence,Ministry of Defence,02/09/2022,Research+Development Expend,Navy Command,OSPREY CONSULTING SERVICES LTD,GU14 7JP,644299,Research+Development Expend,"£3,594.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,Army Command,QINETIQ LIMITED,GU14 0LX,646258,Fees for Other Prof Services,"£3,560.29",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,644594,IT+Comms Internal Costs,"£3,530.04",,
Ministry of Defence,Ministry of Defence,29/09/2022,Rental Payments - Buildings,DES Bespoke Trading Entity,FALCON SUPPORT SERVICES LIMITED,M1 4HB,648860,Prop Dw SCA Serv Chrge+ Off BS,"£3,523.56",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Navy Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,647643,IT+Comms Rental Payments,"£3,522.12",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646131,IT+Comms Internal Costs,"£3,480.56",,
Ministry of Defence,Ministry of Defence,05/09/2022,P+M General Services,Defence Equipment and Support,THEON SENSORS S.A.,,3209453,P+M General Services,"£3,468.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,646242,P+M General Services,"£3,465.05",,
Ministry of Defence,Ministry of Defence,26/09/2022,Fees for Prof Services,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,648019,Fees for Other Prof Services,"£3,436.69",,
Ministry of Defence,Ministry of Defence,16/09/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020922,Intangible Cap Additions In Yr,"£3,399.04",,
Ministry of Defence,Ministry of Defence,15/09/2022,External Education + Training,Head Office and Corporate Services,KPMG LLP,WD17 1DE,646239,External Training Civ.,"£3,399.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,IRVINGQ LIMITED,CF32 8PL,647773,CL MonthEnd Accruals Balance,"£3,397.80",,
Ministry of Defence,Ministry of Defence,22/09/2022,P+M General Services,Defence Equipment and Support,VEOLIA ES (UK) LIMITED,WS11 8JP,647598,P+M General Services,"£3,375.00",,
Ministry of Defence,Ministry of Defence,20/09/2022,Fuels Non Utilities Consumed,Air Command,CERTAS ENERGY UK LIMITED,WA3 6XG,646930,Fuels Non Utilities Consumed,"£3,367.92",,
Ministry of Defence,Ministry of Defence,15/09/2022,External Education + Training,DEFENCE INFRASTRUCTURE ORGANISATION,KPMG LLP,WD17 1DE,646239,External Training Civ.,"£3,358.00",,
Ministry of Defence,Ministry of Defence,28/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,648577,IT+Comms Internal Costs,"£3,346.37",,
Ministry of Defence,Ministry of Defence,05/09/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM19 5QP,644594,IT+Comms Internal Costs,"£3,337.58",,
Ministry of Defence,Ministry of Defence,09/09/2022,External Education + Training,Head Office and Corporate Services,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,645516,External Training Mil.,"£3,332.16",,
Ministry of Defence,Ministry of Defence,09/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,645433,IT+Comms Internal Costs,"£3,331.05",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645257,IT+Comms Internal Costs,"£3,252.48",,
Ministry of Defence,Ministry of Defence,28/09/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,648708,IT+Comms Rental Payments,"£3,212.95",,
Ministry of Defence,Ministry of Defence,21/09/2022,Other Materiel Consumed,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647256,Other Materiel Consumed,"£3,195.79",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,646651,IT+Comms Rental Payments,"£3,192.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,P+M General Services,Defence Equipment and Support,HDT GLOBAL EUROPE LTD,SN5 7UL,3209445,P+M General Services,"£3,178.49",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,646203,IT+Comms Internal Costs,"£3,169.20",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Defence Equipment and Support,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,647643,IT+Comms Rental Payments,"£3,160.78",,
Ministry of Defence,Ministry of Defence,12/09/2022,Transportation + Movement,Navy Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,645691,Military Detached Duty,"£3,155.80",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,AIRWAVE SOLUTIONS LIMITED,SL1 2EJ,644126,IT+Comms Rental Payments,"£3,144.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647501,IT+Comms Internal Costs,"£3,113.37",,
Ministry of Defence,Ministry of Defence,07/09/2022,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,645019,IT+Comms Internal Costs,"£3,104.24",,
Ministry of Defence,Ministry of Defence,26/09/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BANNER GROUP LIMITED,S9 1XU,647940,IT+Comms Internal Costs,"£3,088.66",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Air Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,648126,Military Detached Duty,"£3,082.00",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Defence Nuclear Organisation,CDW LIMITED,EC4M 7RB,644359,IT+Comms Internal Costs,"£3,079.78",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,648718,IT+Comms Internal Costs,"£3,059.62",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Defence Nuclear Organisation,AWE PLC,RG7 4PR,647980,Civilian Detached Duty,"£3,055.27",,
Ministry of Defence,Ministry of Defence,12/09/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,645613,P+M General Services,"£3,013.68",,
Ministry of Defence,Ministry of Defence,26/09/2022,External Education + Training,Defence Nuclear Organisation,KPMG LLP,WD17 1DE,647997,External Training Civ.,"£2,999.44",,
Ministry of Defence,Ministry of Defence,21/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,ATKINS LIMITED,WR5 1WS,647282,Fees for Other Prof Services,"£2,983.50",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,647821,IT+Comms Internal Costs,"£2,980.26",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,646450,IT+Comms Internal Costs,"£2,960.16",,
Ministry of Defence,Ministry of Defence,21/09/2022,Defence Equip General Services,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647256,Defence Equip General Services,"£2,953.90",,
Ministry of Defence,Ministry of Defence,12/09/2022,Transportation + Movement,Army Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,645691,Civilian Detached Duty,"£2,944.60",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Army Command,SPECIALIST COMPUTER CENTRES PLC,B11 2LE,646243,IT+Comms Internal Costs,"£2,901.64",,
Ministry of Defence,Ministry of Defence,08/09/2022,Telecomms + IT non capital,Defence Equipment and Support,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,645150,IT+Comms Rental Payments,"£2,898.00",,
Ministry of Defence,Ministry of Defence,06/09/2022,Raw Materials + Consumables,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,644805,RMC Engineering + Technical,"£2,862.40",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,644104,IT+Comms Internal Costs,"£2,858.40",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Air Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,643985,IT+Comms Internal Costs,"£2,837.62",,
Ministry of Defence,Ministry of Defence,28/09/2022,External Education + Training,Navy Command,KPMG LLP,WD17 1DE,648549,External Training Civ.,"£2,834.00",,
Ministry of Defence,Ministry of Defence,12/09/2022,Transportation + Movement,DES Bespoke Trading Entity,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,645691,Civilian Detached Duty,"£2,812.00",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Air Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,648126,Civilian Detached Duty,"£2,812.00",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Navy Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,648126,Military Detached Duty,"£2,812.00",,
Ministry of Defence,Ministry of Defence,28/09/2022,Telecomms + IT non capital,Air Command,INSIGHT DIRECT (U K) LTD,S9 2BU,648624,IT+Comms Internal Costs,"£2,802.24",,
Ministry of Defence,Ministry of Defence,01/09/2022,P+M General Services,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,643807,P+M General Services,"£2,749.02",,
Ministry of Defence,Ministry of Defence,26/09/2022,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647999,IT+Comms Internal Costs,"£2,714.29",,
Ministry of Defence,Ministry of Defence,15/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,646422,CL MonthEnd Accruals Balance,"£2,705.44",,
Ministry of Defence,Ministry of Defence,27/09/2022,Fees for Prof Services,DES Bespoke Trading Entity,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,648259,PSS Other Tech Support Exc R+D,"£2,697.00",,
Ministry of Defence,Royal Hospital Chelsea,09.09.2022,Purchased Services,Royal Hospital Chelsea,Grosvenor Contracts,DE24 8HE,PIN136884,Laundry,"£2,656.80",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,AKHTER COMPUTERS LIMITED,CM19 5QP,645891,IT+Comms Internal Costs,"£2,656.01",,
Ministry of Defence,Ministry of Defence,23/09/2022,Defence Equip General Services,Air Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647703,Defence Equip General Services,"£2,647.34",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM19 5QP,647703,IT+Comms Internal Costs,"£2,639.67",,
Ministry of Defence,Ministry of Defence,02/09/2022,Fuels Non Utilities Consumed,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,644215,Aviation Fuel Consumed,"£2,597.10",,
