unique identifier,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Sept Transparency 407,15/09/2021,EP CEP PHASE 2 NEA NB CPA09 NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CUMBRIA CHAMBER OF COMMERCE,"£78,228"
Sept Transparency 408,15/09/2021,OPS CFC DEBT INVESTMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - DEBT COLLECTION,INDESSER,"£78,154"
Sept Transparency 409,08/09/2021,FG CD ESTATES OTHER COSTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,SODEXO LTD,"£77,990"
Sept Transparency 410,20/09/2021,DIG DFCNI OGD,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING NETWORKS,CABINET OFFICE,"£77,412"
Sept Transparency 411,28/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,INDUSTRY SPECIALIST TEACHING & KNOWLEDGE EXCHANGE PROGR,"£77,244"
Sept Transparency 412,27/09/2021,CHG DWP RE-IMAGINE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£77,027"
Sept Transparency 413,03/09/2021,DIG WA TACTICAL TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,BJSS LTD,"£76,620"
Sept Transparency 414,15/09/2021,CASD CENTRAL ANALYSIS AND SCIENCE DIRECTORATE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,CAMBRIDGE INFORMATION LTD,"£75,853"
Sept Transparency 415,30/09/2021,DIG DFCNI OGD,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COMPUTACENTER UK LTD,"£75,516"
Sept Transparency 416,15/09/2021,EP CEP PHASE 2 NEA NB CPA05 LONDON & HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,IXION HOLDINGS CONTRACTS LTD,"£75,210"
Sept Transparency 417,10/09/2021,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,ADVANCED PERSONNEL MANAGEMENT GROUP UK LTD,"£75,182"
Sept Transparency 418,06/09/2021,DIG FED CFCD IT SPEND,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£75,029"
Sept Transparency 419,22/09/2021,DIG MAINTENANCE - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,SQC TECHNOLOGY LTD,"£74,670"
Sept Transparency 420,27/09/2021,DIG FED CFCD IT SPEND,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£74,532"
Sept Transparency 421,27/09/2021,FG CS HS PIP LOT 2,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL ,CAPITA BUSINESS SERVICES LTD,"£74,504"
Sept Transparency 422,02/09/2021,WWEG WP FG CEP ESF1420 MARCHES TRANS,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£74,462"
Sept Transparency 423,17/09/2021,DIG CHILDREN STRATEGIC MATERNITY ALLOWANCE DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£74,427"
Sept Transparency 424,28/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£72,868"
Sept Transparency 425,10/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF BROS LTD T/A WAGSTAFF INTERIORS GROUP,"£72,792"
Sept Transparency 426,14/09/2021,CHG UC DIGITAL SERVICES-RECURRENT,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,EXPERIAN LTD,"£72,500"
Sept Transparency 427,27/09/2021,CHG UC DIGITAL SERVICES-RECURRENT,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,EXPERIAN LTD,"£72,500"
Sept Transparency 428,01/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DEPARTMENT FOR WORK & PENSIONS,"£72,076"
Sept Transparency 429,21/09/2021,DIG INTELLIGENT AUTOMATION GARAGE MAINTENANCE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£72,047"
Sept Transparency 430,03/09/2021,FG CD STRATEGY AND BUSINESS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PIXEL GROUP LTD,"£71,512"
Sept Transparency 431,21/09/2021,"DIG ENGAGEMENT, ADOPTION & RELEASE SERVICE",EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£71,482"
Sept Transparency 432,10/09/2021,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£71,004"
Sept Transparency 433,28/09/2021,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD,"£70,853"
Sept Transparency 434,24/09/2021,CMG OPS EXTERNAL CONTRACTS/SLAS OPTIONS,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£70,407"
Sept Transparency 435,30/09/2021,WWEG WP FG CEP ESF1420 HERTFORDSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£70,125"
Sept Transparency 436,14/09/2021,WWEG WP FG CEP ESF1420 GTR CAMB & GTR P'BROUGH,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£69,987"
Sept Transparency 437,20/09/2021,DIG CHILDREN  - COMMON PLATFORMS,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£69,839"
Sept Transparency 438,15/09/2021,DIG DEBT MGT - MAINTENANCE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ARUM SYSTEMS LTD,"£68,468"
Sept Transparency 439,10/09/2021,OPS PEN PS NEWCASTLE PC INTERNATIONAL GROUP,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,ROYAL MAIL GROUP PLC,"£68,389"
Sept Transparency 440,01/09/2021,DIG WA TACTICAL TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,VALTECH LTD,"£68,340"
Sept Transparency 441,21/09/2021,DIG - SECURITY CONTRACTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,DIGICERT INC,"£68,170"
Sept Transparency 442,28/09/2021,DIG INTEGRATION PLATFORMS FILE TRANSFER,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UK LTD,"£67,680"
Sept Transparency 443,21/09/2021,DIG AUTHENTICATE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,HMRC,"£67,274"
Sept Transparency 444,08/09/2021,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICE SOLUTIONS,"£66,909"
Sept Transparency 445,20/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LONDON LEARNING ESF,"£66,491"
Sept Transparency 446,30/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,GRESHAM OFFICE FURNITURE LTD,"£66,304"
Sept Transparency 447,28/09/2021,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD,"£66,196"
Sept Transparency 448,21/09/2021,FG SPC FG SECURITY  POLICY & COMPLIANCE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£65,995"
Sept Transparency 449,08/09/2021,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£65,839"
Sept Transparency 450,09/09/2021,DIG MS OFFICE SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£65,791"
Sept Transparency 451,24/09/2021,WWEG WP FG CEP ESF1420 CORNWALL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£65,261"
Sept Transparency 452,16/09/2021,HR EAP,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,PAM GROUP,"£65,250"
Sept Transparency 453,27/09/2021,FG SPC FG SECURITY  POLICY & COMPLIANCE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£65,187"
Sept Transparency 454,30/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,HIGHER PLACE ESF,"£65,110"
Sept Transparency 455,29/09/2021,DIG CITIZEN INFORMATION - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST,"£65,070"
Sept Transparency 456,27/09/2021,WWEG WP FG CEP ESF1420 MARCHES TRANS,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£64,782"
Sept Transparency 457,27/09/2021,DIG DW AND DSP PLATFORM RUN,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£64,475"
Sept Transparency 458,27/09/2021,DIG TECH PLATFORM CIS REMEDIATION,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UNITED KINGDOM LTD,"£63,620"
Sept Transparency 459,10/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,GRESHAM OFFICE FURNITURE LTD,"£63,519"
Sept Transparency 460,20/09/2021,P&C DIGITAL PROFESSIONAL L&D BUDGET,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,SERVICENOW UK LTD,"£62,696"
Sept Transparency 461,15/09/2021,EP CEP PHASE 2 NEA NB CPA04 LONDON & HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,IXION HOLDINGS CONTRACTS LTD,"£62,652"
Sept Transparency 462,27/09/2021,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£62,344"
Sept Transparency 463,08/09/2021,WWEG CEP IPES CPA 2 NORTH EAST ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£62,002"
Sept Transparency 464,02/09/2021,STR LM & COND,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,KANTAR UK,"£61,912"
Sept Transparency 465,07/09/2021,DIG WA SOFTWARE & SERVICES DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CYBER SECURITY SPECIALISTS,"£61,500"
Sept Transparency 466,10/09/2021,CHG DWP RE-IMAGINE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£60,670"
Sept Transparency 467,09/09/2021,DIG MS OFFICE SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£60,640"
Sept Transparency 468,06/09/2021,DIG EUCS-06 DASHBOARD,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£60,480"
Sept Transparency 469,06/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,CUMBRIA POSITIVE FUTURES,"£60,466"
Sept Transparency 470,07/09/2021,OPS WDC WSD CE BLACK COUNTRY DISTRICT OFFICE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,RECRO CONSULTING LTD,"£60,420"
Sept Transparency 471,07/09/2021,OPS WDC WSD CE BLACK COUNTRY DISTRICT OFFICE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,RECRO CONSULTING LTD,"£60,420"
Sept Transparency 472,07/09/2021,OPS WDC WSD CE BLACK COUNTRY DISTRICT OFFICE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,RECRO CONSULTING LTD,"£60,420"
Sept Transparency 473,07/09/2021,OPS WDC WSD CE BLACK COUNTRY DISTRICT OFFICE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,RECRO CONSULTING LTD,"£60,420"
Sept Transparency 474,10/09/2021,DIG RBC - COMMERCIAL COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£60,350"
Sept Transparency 475,23/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LEICESTER GRADUATE CITY,"£60,062"
Sept Transparency 476,27/09/2021,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£60,000"
Sept Transparency 477,13/09/2021,DWP SE SPD VRS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - INTERPRETATION,THE BIG WORD,"£59,802"
Sept Transparency 478,10/09/2021,FG CD OPS AND CMG ACQUISITIONS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONFERENCING,STONE COMPUTERS LTD,"£59,562"
Sept Transparency 479,10/09/2021,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£59,317"
Sept Transparency 480,15/09/2021,DIG BULK PRINT SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£58,467"
Sept Transparency 481,17/09/2021,DIG CHILDREN - CMG ACCELERATION ACTIVITY DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£58,315"
Sept Transparency 482,23/09/2021,CHG REDUCING PARENTAL CONFLICT,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - RES'H/EVAL,IFF RESEARCH LTD,"£57,855"
Sept Transparency 483,07/09/2021,DIG ITLR SOFTWARE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,OPEN TEXT UK LTD,"£57,798"
Sept Transparency 484,21/09/2021,OPS WORK AND HEALTH SERVICES DIRECTOR,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£57,048"
Sept Transparency 485,13/09/2021,DIG NOTIFICATION SERVICE PROJECT DELP,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,COGNIZANT WORLDWIDE LTD,"£56,988"
Sept Transparency 486,01/09/2021,DIG WA TACTICAL TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,VALTECH LTD,"£56,946"
Sept Transparency 487,01/09/2021,FG CD OPS AND CMG ACQUISITIONS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,SENATOR INTERNATIONAL LTD TA THE SENATOR GROUP,"£56,505"
Sept Transparency 488,23/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WORK WELL SUFFOLK 1 4 ESF,"£56,454"
Sept Transparency 489,09/09/2021,WWEG CEP IPES CPA 4 SOUTHERN ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£56,310"
Sept Transparency 490,09/09/2021,COMMS SPARE 1,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - RECURRENT PUBLICITY,M&C SAATCHI UK LTD,"£55,523"
Sept Transparency 491,30/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,UNLOCKING POTENTIAL,"£55,520"
Sept Transparency 492,27/09/2021,DIG APPLICATION DATA PLATFORMS CIS RELEASE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UNITED KINGDOM LTD,"£55,447"
Sept Transparency 493,09/09/2021,DWP UCO DIRECTOR OUTSOURCING,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PIXEL GROUP LTD,"£55,440"
Sept Transparency 494,20/09/2021,OPS WDC WSD SE DEVON CORNWALL & SOMERSET DO,EXP - CURRENT GRANTS - NPISH - LOCAL PARTNERSHIPS,TORBAY COUNCIL,"£55,302"
Sept Transparency 495,01/09/2021,OPS SE DRS PIP BLACKPOOL (SEO1),EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REPROGRAPHICS,XEROX UK LTD#ZANZIBAR,"£54,960"
Sept Transparency 496,20/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SUNDERLAND ECONOMIC CORRIDOR CLLD IMP STAGE,"£54,461"
Sept Transparency 497,24/09/2021,DIG SDX REFRESH,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£53,610"
Sept Transparency 498,30/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,POSITIVE FUTURES FOR BIRMINGHAM & SOLIHULL,"£53,510"
Sept Transparency 499,24/09/2021,FG CRC ADVANCED PERSISTENT THREAT DETECTION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CGI IT UK LTD,"£53,250"
Sept Transparency 500,13/09/2021,DIG DDSP BUSINESS SERVICES,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£53,032"
Sept Transparency 501,30/09/2021,FG CD ESTATES TOM DEL A,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG LTD,"£52,759"
Sept Transparency 502,13/09/2021,OPS SE DRS PIP BLACKPOOL (SEO2),EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REPROGRAPHICS,XEROX UK LTD#ZANZIBAR,"£52,706"
Sept Transparency 503,21/09/2021,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£52,610"
Sept Transparency 504,08/09/2021,WWEG CEP IPES CPA 5 LONDON AND THE HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£52,606"
Sept Transparency 505,14/09/2021,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£52,598"
Sept Transparency 506,30/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£52,186"
Sept Transparency 507,27/09/2021,DIG TECH PLATFORM CIS REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UNITED KINGDOM LTD,"£52,166"
Sept Transparency 508,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICE SOLUTIONS,"£52,137"
Sept Transparency 509,06/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DEPARTMENT FOR WORK & PENSIONS,"£51,905"
Sept Transparency 510,30/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,GRESHAM OFFICE FURNITURE LTD,"£51,848"
Sept Transparency 511,20/09/2021,DIG TECH PLATFORM CIS BAU,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM UNITED KINGDOM LTD,"£51,798"
Sept Transparency 512,06/09/2021,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£51,783"
Sept Transparency 513,09/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,VILLAGE WORKS,"£51,740"
Sept Transparency 514,27/09/2021,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£51,624"
Sept Transparency 515,23/09/2021,OPS WDC WSD NATIONAL EMPLOYER AND PARTNERSHIP TEAM,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,KPMG,"£51,302"
Sept Transparency 516,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£50,800"
Sept Transparency 517,20/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,NEW COLLEGE DURHAM,"£50,604"
Sept Transparency 518,27/09/2021,CHG DWP RE-IMAGINE CLUSTER,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£50,387"
Sept Transparency 519,13/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LEICESTER GRADUATE CITY,"£50,264"
Sept Transparency 520,20/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ESF INCLUSION & PROGRESSION,"£49,747"
Sept Transparency 521,28/09/2021,DIG STB FUNDED ACCESS TO WORK - HEALTH & DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£49,685"
Sept Transparency 522,10/09/2021,SE SPD PRINT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£49,127"
Sept Transparency 523,30/09/2021,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£48,824"
Sept Transparency 524,16/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,NEW COLLEGE DURHAM,"£48,591"
Sept Transparency 525,03/09/2021,CMG OPS NSP 2012 SCHEME APM,EXP - WRITE OFF - BAD DEBTS (NON-RINGFENCED) - CLIENT FUND,CM 2012 CLIENT FUNDS,"£48,584"
Sept Transparency 526,29/09/2021,EP CEP PHASE 2 NEA NB CPA01 CENTRAL ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,PEOPLEPLUS GROUP LTD,"£48,180"
Sept Transparency 527,09/09/2021,WWEG CEP IPES CPA 5 LONDON AND THE HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£47,890"
Sept Transparency 528,10/09/2021,DIG - TOOLING MAINTENANCE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,FUSION BUSINESS SOLUTIONS (UK) LTD,"£47,880"
Sept Transparency 529,28/09/2021,CHG CONTRACTED EMPLOYMENT PROVISION,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UNITED KINGDOM LTD,"£47,849"
Sept Transparency 530,08/09/2021,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICE SOLUTIONS,"£47,775"
Sept Transparency 531,08/09/2021,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICE SOLUTIONS,"£47,674"
Sept Transparency 532,06/09/2021,WWEG CEP IPES CPA 2 NORTH EAST ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£46,799"
Sept Transparency 533,09/09/2021,FG CD ESTATES TOM DEL P,EXP - PURCHASE OF GOODS/SERVICES - WATER,SCOTTISH WATER BUSINESS STREAM LTD,"£46,786"
Sept Transparency 534,30/09/2021,DWP CHG DWP RE-IMAGINE WPM,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,IBM,"£46,350"
Sept Transparency 535,10/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,STEP AHEAD INTO WORK,"£46,109"
Sept Transparency 536,27/09/2021,DIG O365 PLATFORM SERVICE,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SOFTCAT PLC,"£45,878"
Sept Transparency 537,21/09/2021,CMG OPS EXTERNAL CONTRACTS/SLAS HARPER MACLEOD,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,HARPER MACLEOD LLP,"£45,381"
Sept Transparency 538,30/09/2021,WWEG CEP IPES CPA 5 LONDON AND THE HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£45,321"
Sept Transparency 539,16/09/2021,OPS DS ATW DISC EP WEST MIDLANDS,EXP - CURRENT GRANTS - NPISH - ACCESS TO WORK - SPECIAL AIDS,CLOVER CHEMICALS LTD,"£45,267"
Sept Transparency 540,23/09/2021,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,POSITIVE FUTURES PLUS,"£44,759"
Sept Transparency 541,08/09/2021,DIG ITLR - CONNECTIVITY - PSNC - DELA,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICE SOLUTIONS,"£44,757"
