Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723029," 21,318.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723021," 21,318.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,719483," 20,971.20 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723026," 16,800.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723028," 14,652.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723031," 11,232.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723009," 9,559.78 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723005," 9,033.29 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723024," 8,196.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723019," 8,165.88 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,719479," 6,666.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723012," 4,159.72 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723003," 3,888.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723027," 3,300.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723017," 2,400.00 ",,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,719478, 784.80 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723002, 741.12 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723007, 705.60 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723006, 633.60 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723020, 540.00 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,719481, 540.00 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723004, 493.20 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723023, 480.00 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723015, 470.40 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723008, 412.80 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723001, 358.80 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,719480, 300.00 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723010, 255.60 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723013, 236.40 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Facilities management: contract,Global Health,PICKERINGS HIRE LTD,723016, 218.40 ,,DE12 7JW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,PLYMOUTH CITY COUNCIL,15012021-DN-1336," 780,458.00 ",,PL1 3BJ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,PLYMOUTH CITY COUNCIL,11012021-DN-1012," 524,200.00 ",,PL1 3BJ,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,POLAND MINISTRY OF HEALTH,FCP0000078," 1,597,684.22 ",EEA Payments,,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,PORTSMOUTH CITY COUNCIL,15012021-DN-1336," 392,087.00 ",,PO1 2AL,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,PORTSMOUTH CITY COUNCIL,11012021-DN-1012," 598,663.93 ",,PO1 2AL,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,233761," 323,862.48 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234096," 235,764.00 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234097," 224,095.68 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234352," 203,742.72 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234591," 160,559.28 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234750," 92,946.96 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234099," 59,940.00 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234065," 51,948.00 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,233794," 51,948.00 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234353," 74,520.00 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,233798," 28,080.00 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234749," 27,316.80 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,233786," 157,006.08 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234590," 126,144.00 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,POTTER AND MOORE INNOVATIONS LTD,234099," 22,939.20 ",,PE4 6ND,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Service charge - ICT,NHSX,PRESCRIBING SERVICES LTD,PCECL607," 279,245.80 ",,NR10 5RH,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Other programme expenditure,Global Health,PRESTIGE NETWORK LTD,78555/78671," 50,700.00 ",,RG14 1LA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Other programme expenditure,Global Health,PRESTIGE NETWORK LTD,78784," 34,050.00 ",,RG14 1LA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Other programme expenditure,Global Health,PRESTIGE NETWORK LTD,78465," 25,740.00 ",,RG14 1LA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Other programme expenditure,Global Health,PRESTIGE NETWORK LTD,78669," 20,700.00 ",,RG14 1LA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Other programme expenditure,Global Health,PRESTIGE NETWORK LTD,78465," 1,200.00 ",,RG14 1LA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Outsourcing Contract,Global Health,PRESTIGE NETWORK LTD,78669," 20,475.00 ",,RG14 1LA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Outsourcing Contract,Global Health,PRESTIGE NETWORK LTD,78784," 1,950.00 ",,RG14 1LA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/01/2021,Outsourcing Contract,Finance and Group Operations,PRICEWATERHOUSECOOPERS LLP,1355486241," 170,403.60 ",,SE1 2RD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,56514," 1,650.00 ",Carriage Charge,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,PG003a, 450.00 ,,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,56426," 1,650.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,PG003a," 1,200.01 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,PG003a," 943,349.99 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,56514," 320,850.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,56396," 280,800.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,56529," 70,200.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,56426," 34,200.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,56426," 146,250.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,PG003b," 903,000.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Other programme expenditure,Global Health,PRIME PRINT GROUP LTD,PG003b," 299,600.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Additional support for delivery of Healthcare services,Global Health,PRIME PRINT GROUP LTD,PG002,"-379,480.00 ",,NG21 0RT,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5475," 91,203.84 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5434," 54,282.24 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5433," 28,062.72 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5427A," 111,957.12 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5433," 48,057.41 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5434," 5,088.96 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5433," 4,410.43 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5434," 61,067.52 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5475," 54,282.24 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5433," 47,421.61 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5434," 33,926.40 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5433," 28,773.83 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5427A," 27,141.12 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5463," 134,784.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5435," 93,312.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5483," 82,944.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5460," 82,944.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5449," 82,944.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5443," 72,576.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5473," 51,840.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5431," 51,840.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Other programme expenditure,Global Health,PRIVATE WHITE VC LTD,INVC7-5426," 31,104.00 ",,M3 7LJ,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 164,793.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 164,793.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 164,793.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 164,793.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 164,793.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 152,847.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 152,847.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 152,847.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 152,847.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Additions-P&M,Global Health,PRODRIVE AUTOMOTIVE TECHNOLOGY (EUROPE) LIMITED,CD302100008," 152,847.60 ",,OX16 4XD,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315," 5,212.37 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199660," 18,801.59 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315," 2,798.40 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315," 2,798.40 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199728," 22,896.00 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199728," 91,584.00 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199728," 95,216.69 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315," 1,029.25 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315," 2,038.82 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315," 3,624.58 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315," 1,132.68 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315, 906.14 ,,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199728," 91,584.00 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199315, 826.80 ,,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199957," 15,524.64 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Other programme expenditure,Global Health,PROLAB DIAGNOSTICS,199957," 5,544.00 ",,CH62 3QL,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PROMEGA UK LTD,212255007," 109,849.50 ",,SO16 7QJ,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PROMEGA UK LTD,212255008," 36,616.50 ",,SO16 7QJ,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PROMEGA UK LTD,212255010," 7,028.10 ",,SO16 7QJ,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PROMEGA UK LTD,212255009," 2,342.70 ",,SO16 7QJ,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Other programme expenditure,Global Health,PROMEGA UK LTD,212255007, 65.00 ,,SO16 7QJ,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2021,Parliamentary Funding (Cash) - SpHAs/Exec Agency,Default Group,PUBLIC HEALTH ENGLAND PHE033,PF00000257," 879,624,000.00 ",,SP4 0JG,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Consultancy/Professional Advice,Global Health,QINETIQ LTD,117062374," 1,070,039.36 ",,GU14 0LX,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Consultancy/Professional Advice,Global Health,QINETIQ LTD,117062087," 536,600.06 ",,GU14 0LX,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Other programme expenditure,Global Health,QNOSTICS LTD,QN-GB10044-01704," 1,342,321.02 ",,G20 0XA,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Other programme expenditure,Global Health,QNOSTICS LTD,QN-GB10044-01704," 712,527.12 ",,G20 0XA,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Other programme expenditure,Global Health,QNOSTICS LTD,QN/003/2021,"-712,527.12 ",,G20 0XA,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/01/2021,Other programme expenditure,Global Health,RAMFOAM LIMITED,198140," 161,280.00 ",,B69 2NR,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Outsourcing Contract,Global Health,RANDOX LABORATORIES LTD,927427/A3," 20,631,215.00 ",,BT29 4QY,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Outsourcing Contract,Global Health,RANDOX LABORATORIES LTD,927427/A1," 19,765,157.50 ",,BT29 4QY,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,READING BOROUGH COUNCIL,11012021-DN-1012," 450,672.86 ",,RG1 7TD,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,READING BOROUGH COUNCIL,15012021-DN-1336," 288,696.00 ",,RG1 7TD,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Revenue Grants to local authorities,Prevention Community and Social Care,READING BOROUGH COUNCIL,26012021-DN-1102," 68,000.00 ",,RG1 7TD,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Outsourcing Contract,Global Health,RED E MED LTD,196," 312,438.00 ",,HD9 6JF,Small,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,REDBRIDGE LONDON BOROUGH COUNCIL,11012021-DN-1012," 915,666.00 ",,IG1 1TR,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,REDBRIDGE LONDON BOROUGH COUNCIL,15012021-DN-1336," 465,841.00 ",,IG1 1TR,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Revenue Grants to local authorities,Global Health,REDCAR AND CLEVELAND BOROUGH COUNCIL,11012021-DN-1012," 548,600.00 ",,TS6 9AR,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Revenue Grants to local authorities,Global Health,REDCAR AND CLEVELAND BOROUGH COUNCIL,15012021-DN-1336," 448,240.00 ",,TS6 9AR,Govn,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Storage costs,Global Health,RHENUS HIGH TECH LIMITED,INV87688," 26,385.65 ",,TW15 1AX,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Storage costs,Global Health,RHENUS HIGH TECH LIMITED,INV87578," 26,378.74 ",,TW15 1AX,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Storage costs,Global Health,RHENUS HIGH TECH LIMITED,INV87689," 25,347.80 ",,TW15 1AX,Medium,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19903," 6,948.14 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,14/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19717," 6,111.08 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19597," 5,427.72 ",,WC1H 0BS,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Contractor/ Staff Substitution,Global Health,ROBERTSON BELL LTD,19501," 5,427.72 ",,WC1H 0BS,Micro,,,,,
